00;00;00;00;00;00;00;00;00;00;00;60;FE;00;00;00;06;64;64;64;00;C6;00;00;00;FD;00;00;C0;00;88;FC;02;02;02;02;82;82;82;06;BC;FF;00;19;00;FD;00;FD;80;40;80;80;40;80;00;00;00;00;00;00;1F;1F;11;11;00;FD;00;7F;53;44;40;13;18;00;FD;00;00;00;00;00;02;82;00;FE;00;FE;00;FE;00;FE;00;FE;90;3C;00;00;00;00;00;50;FE;04;09;44;00;0A;00;04;00;00;FF;F8;00;00;40;00;9A;00;00;00;0F;FC;0F;FC;40;FB;00;F5;0;0;0;0;
00;00;00;00;00;00;00;00;00;00;00;60;FE;00;00;00;06;64;64;64;00;C6;00;00;00;FD;00;00;C0;00;88;FC;02;22;E2;22;A2;53;A2;06;BC;FF;00;19;00;FD;00;FD;80;40;80;80;40;80;00;00;00;00;00;00;1E;1E;11;11;00;FD;00;7F;53;44;40;13;18;00;FD;00;00;00;00;00;22;A2;00;FE;00;FE;00;FE;00;FE;00;FE;90;3C;00;00;00;00;00;50;FE;04;60;45;00;0A;00;05;00;00;FF;F8;00;00;40;00;AC;00;00;00;F8;FB;BD;FB;40;FB;00;F5;0;0;0;0;
00;00;00;00;00;00;00;00;00;00;00;60;FE;00;00;00;06;64;64;64;00;C6;00;00;00;FD;00;00;C0;00;88;FC;02;22;E2;22;A2;53;A2;06;BC;FF;00;19;00;FD;00;FD;80;40;80;80;40;80;00;00;00;00;00;00;1D;1D;11;11;00;FD;00;7F;33;24;40;13;18;00;FD;00;00;00;00;00;22;A2;00;FE;00;FE;00;FE;00;FE;00;FE;90;3C;00;00;00;00;00;50;FE;04;B8;46;00;0A;00;06;00;00;FF;F8;00;00;40;00;9A;00;00;00;F8;FB;0F;FC;40;FB;00;F5;0;0;0;0;
00;00;00;00;00;00;00;00;00;00;00;60;FE;00;00;00;06;64;64;64;00;C6;00;00;00;FD;00;00;C0;00;88;FC;02;42;C2;42;C2;33;C2;06;BC;FF;00;19;00;FD;00;FD;80;40;80;80;40;80;00;00;00;00;00;00;1C;1C;11;11;00;FD;00;7F;33;24;40;13;18;00;FD;00;00;00;00;00;42;C2;00;FE;00;FE;00;FE;00;FE;00;FE;90;3C;00;00;00;00;00;50;FE;04;12;47;00;0A;00;07;00;00;FF;F8;00;00;40;00;AC;00;00;00;F8;FB;BD;FB;40;FB;00;F5;0;0;0;0;
00;00;00;00;00;00;00;00;00;00;00;60;FE;00;00;00;06;64;64;64;00;C6;00;00;00;FD;00;00;C0;00;88;FC;02;42;C2;42;C2;33;C2;06;BC;FF;00;19;00;FD;00;FD;80;40;80;80;40;80;00;00;00;00;00;00;1B;1B;11;11;00;FD;00;7F;13;04;40;13;18;00;FD;00;00;00;00;00;42;C2;00;FE;00;FE;00;FE;00;FE;00;FE;90;3C;00;00;00;00;00;50;FE;04;6C;48;00;0A;00;08;00;00;FF;F8;00;00;40;00;9A;00;00;00;F8;FB;0F;FC;40;FB;00;F5;0;0;0;0;
00;00;00;00;00;00;00;00;00;00;00;60;FE;00;00;00;06;64;64;64;00;C6;00;00;00;FD;00;00;C0;00;88;FC;02;62;A2;62;E2;13;E2;06;BC;FF;00;19;00;FD;00;FD;80;40;80;80;40;80;00;00;00;00;00;00;1A;1A;11;11;00;FD;00;7F;13;04;40;13;18;00;FD;00;00;00;00;00;62;E2;00;FE;00;FE;00;FE;00;FE;00;FE;90;3C;00;00;00;00;00;50;FE;04;C7;49;00;0A;00;09;00;00;FF;F8;00;00;40;00;AC;00;00;00;F8;FB;BD;FB;40;FB;00;F5;0;0;0;0;
00;00;00;00;00;00;00;00;00;00;00;60;FE;00;00;00;06;64;64;64;00;C6;00;00;00;FD;00;00;C0;00;88;FC;02;62;A2;62;E2;13;E2;06;BC;FF;00;19;00;FD;00;FD;80;40;80;80;40;80;00;00;00;00;00;00;19;19;11;11;00;FD;00;7F;F3;E4;40;13;18;00;FD;00;00;00;00;00;62;E2;00;FE;00;FE;00;FE;00;FE;00;FE;90;3C;00;00;00;00;00;50;FE;04;24;4A;00;0A;00;0A;00;00;FF;F8;00;00;40;00;9A;00;00;00;F8;FB;0F;FC;40;FB;00;F5;0;0;0;0;
00;00;00;00;00;00;00;00;00;00;00;60;FE;00;00;00;06;64;64;64;00;C6;00;00;00;FD;00;00;C0;00;88;FC;02;62;82;62;E2;F3;E2;06;BC;FF;00;19;00;FD;00;FD;40;40;40;80;40;80;00;00;00;00;00;00;18;18;11;11;00;FD;00;7F;F3;E4;40;13;18;00;FD;00;00;00;00;00;62;E2;00;FE;00;FE;00;FE;00;FE;00;FE;90;3C;00;00;00;00;00;50;FE;04;81;4B;00;0A;00;0B;00;00;FF;F8;00;00;40;00;AC;00;00;00;0F;FC;A7;FB;40;FB;00;F5;0;0;0;0;
00;00;00;00;00;00;00;00;00;00;00;60;FE;00;00;00;06;64;64;64;00;C6;00;00;00;FD;00;00;C0;00;88;FC;02;62;82;62;E2;F3;E2;06;BC;FF;00;19;00;FD;00;FD;40;40;40;80;40;80;00;00;00;00;00;00;17;17;11;11;00;FD;00;7F;D3;C4;40;13;18;00;FD;00;00;00;00;00;62;E2;00;FE;00;FE;00;FE;00;FE;00;FE;90;3C;00;00;00;00;00;50;FE;04;DF;4C;00;0A;00;0C;00;00;FF;F8;00;00;40;00;9A;00;00;00;0F;FC;0F;FC;40;FB;00;F5;0;0;0;0;
00;00;00;00;00;00;00;00;00;00;00;60;FE;00;00;00;06;64;64;64;00;C6;00;00;00;FD;00;00;C0;00;88;FC;02;42;53;42;C2;D3;C2;06;BC;FF;00;19;00;FD;00;FD;40;40;40;80;40;80;00;00;00;00;00;00;16;16;11;11;00;FD;00;7F;D3;C4;40;13;18;00;FD;00;00;00;00;00;42;C2;00;FE;00;FE;00;FE;00;FE;00;FE;90;3C;00;00;00;00;00;50;FE;04;3F;4D;00;0A;00;0D;00;00;FF;F8;00;00;40;00;AC;00;00;00;0F;FC;9D;FB;40;FB;00;F5;0;0;0;0;
